Date,Night usage(10p.m-7a.m.)(KW/h),Daytime usage(8a.m- 9p.m.)(KW/h),Total consuption(KW/h),Outside Temperture(℃)
04-Oct-17,20.0 ,7.0 ,27.0 ,11.0 
05-Oct-17,14.0 ,9.0 ,23.0 ,9.0 
06-Oct-17,21.0 ,10.0 ,31.0 ,6.0 
07-Oct-17,22.0 ,9.0 ,31.0 ,7.0 
08-Oct-17,19.0 ,8.0 ,27.0 ,9.0 
09-Oct-17,25.0 ,6.0 ,31.0 ,9.0 
10-Oct-17,19.0 ,7.0 ,26.0 ,8.0 
11-Oct-17,17.0 ,8.0 ,25.0 ,7.0 
12-Oct-17,16.0 ,9.0 ,25.0 ,1.0 
13-Oct-17,24.0 ,7.0 ,31.0 ,7.0 
14-Oct-17,21.0 ,10.0 ,31.0 ,6.0 
15-Oct-17,31.0 ,6.0 ,37.0 ,7.0 
16-Oct-17,27.0 ,9.0 ,36.0 ,9.0 
24-Oct-17,103.0 ,63.0 ,166.0 ,-4.0 
25-Oct-17,30.0 ,12.0 ,42.0 ,1.0 
26-Oct-17,23.0 ,11.0 ,34.0 ,1.0 
27-Oct-17,28.0 ,11.0 ,39.0 ,-1.0 
28-Oct-17,24.0 ,13.0 ,37.0 ,0.0 
29-Oct-17,35.0 ,12.0 ,47.0 ,2.0 
30-Oct-17,26.0 ,10.0 ,36.0 ,1.0 
31-Oct-17,30.0 ,11.0 ,41.0 ,-3.0 
01-Nov-17,25.0 ,12.0 ,37.0 ,-2.0 
02-Nov-17,25.0 ,12.0 ,37.0 ,-3.0 
03-Nov-17,32.0 ,11.0 ,43.0 ,0.0 
04-Nov-17,29.0 ,11.0 ,40.0 ,6.0 
05-Nov-17,24.0 ,9.0 ,33.0 ,8.0 
06-Nov-17,5.0 ,8.0 ,13.0 ,8.0 
07-Nov-17,41.0 ,8.0 ,49.0 ,-1.0 
08-Nov-17,22.0 ,9.0 ,31.0 ,1.0 
09-Nov-17,20.0 ,7.0 ,27.0 ,6.0 
10-Nov-17,22.0 ,8.0 ,30.0 ,6.0 
11-Nov-17,21.0 ,10.0 ,31.0 ,5.0 
12-Nov-17,29.0 ,11.0 ,37.0 ,2.0 
13-Nov-17,29.0 ,11.0 ,41.0 ,2.0 
14-Nov-17,26.0 ,19.0 ,36.0 ,0.0 
15-Nov-17,22.0 ,10.0 ,32.0 ,0.0 
16-Nov-17,24.0 ,11.0 ,35.0 ,2.0 
17-Nov-17,24.0 ,12.0 ,36.0 ,5.0 
18-Nov-17,26.0 ,11.0 ,37.0 ,2.0 
19-Nov-17,33.0 ,11.0 ,44.0 ,4.0 
20-Nov-17,33.0 ,12.0 ,45.0 ,1.0 
21-Nov-17,28.0 ,10.0 ,38.0 ,0.0 
22-Nov-17,26.0 ,12.0 ,38.0 ,0.0 
23-Nov-17,38.0 ,11.0 ,49.0 ,0.0 
24-Nov-17,26.0 ,10.0 ,36.0 ,4.0 
25-Nov-17,34.0 ,11.0 ,45.0 ,3.0 
26-Nov-17,28.0 ,11.0 ,39.0 ,1.0 
27-Nov-17,22.0 ,10.0 ,32.0 ,3.0 
28-Nov-17,29.0 ,10.0 ,39.0 ,4.0 
29-Nov-17,21.0 ,11.0 ,32.0 ,1.0 
30-Nov-17,26.0 ,11.0 ,37.0 ,3.0 
01-Dec-17,25.0 ,11.0 ,36.0 ,1.0 
02-Dec-17,36.0 ,11.0 ,47.0 ,-1.0 
03-Dec-17,30.0 ,11.0 ,41.0 ,4.0 
04-Dec-17,32.0 ,11.0 ,43.0 ,1.0 
05-Dec-17,28.0 ,13.0 ,41.0 ,-1.0 
06-Dec-17,31.0 ,11.0 ,42.0 ,-2.0 
07-Dec-17,35.0 ,13.0 ,48.0 ,-6.0 
08-Dec-17,24.0 ,11.0 ,35.0 ,4.0 
09-Dec-17,25.0 ,12.0 ,37.0 ,3.0 
10-Dec-17,32.0 ,11.0 ,43.0 ,1.0 
11-Dec-17,37.0 ,13.0 ,50.0 ,1.0 
12-Dec-17,24.0 ,12.0 ,36.0 ,0.0 
13-Dec-17,26.0 ,10.0 ,36.0 ,0.0 
14-Dec-17,28.0 ,12.0 ,40.0 ,1.0 
15-Dec-17,35.0 ,11.0 ,46.0 ,0.0 
16-Dec-17,32.0 ,10.0 ,42.0 ,2.0 
17-Dec-17,39.0 ,14.0 ,53.0 ,0.0 
18-Dec-17,40.0 ,12.0 ,52.0 ,-3.0 
19-Dec-17,28.0 ,11.0 ,39.0 ,1.0 
20-Dec-17,28.0 ,11.0 ,39.0 ,1.0 
21-Dec-17,28.0 ,10.0 ,38.0 ,3.0 
22-Dec-17,25.0 ,13.0 ,38.0 ,-2.0 
23-Dec-17,35.0 ,12.0 ,47.0 ,-2.0 
25-Dec-17,61.0 ,24.0 ,85.0 ,-5.0 
26-Dec-17,38.0 ,12.0 ,50.0 ,1.0 
27-Dec-17,32.0 ,12.0 ,44.0 ,1.0 
28-Dec-17,39.0 ,11.0 ,50.0 ,1.0 
29-Dec-17,27.0 ,13.0 ,40.0 ,2.0 
30-Dec-17,36.0 ,11.0 ,47.0 ,2.0 
31-Dec-17,33.0 ,12.0 ,45.0 ,0.0 
01-Jan-18,39.0 ,13.0 ,52.0 ,1.0 
02-Jan-18,32.0 ,11.0 ,43.0 ,3.0 
03-Jan-18,31.0 ,10.0 ,41.0 ,3.0 
04-Jan-18,35.0 ,11.0 ,46.0 ,2.0 
05-Jan-18,36.0 ,10.0 ,46.0 ,3.0 
06-Jan-18,26.0 ,12.0 ,38.0 ,3.0 
07-Jan-18,36.0 ,12.0 ,48.0 ,-5.0 
08-Jan-18,29.0 ,12.0 ,41.0 ,-2.0 
09-Jan-18,29.0 ,11.0 ,40.0 ,-2.0 
10-Jan-18,34.0 ,14.0 ,48.0 ,-2.0 
11-Jan-18,38.0 ,14.0 ,52.0 ,-6.0 
12-Jan-18,33.0 ,16.0 ,49.0 ,-4.0 
13-Jan-18,40.0 ,14.0 ,54.0 ,-3.0 
14-Jan-18,37.0 ,14.0 ,51.0 ,-4.0 
15-Jan-18,41.0 ,14.0 ,55.0 ,-6.0 
16-Jan-18,38.0 ,17.0 ,55.0 ,-8.0 
17-Jan-18,38.0 ,18.0 ,56.0 ,-7.0 
18-Jan-18,37.0 ,15.0 ,52.0 ,-4.0 
19-Jan-18,33.0 ,15.0 ,48.0 ,-5.0 
20-Jan-18,37.0 ,14.0 ,51.0 ,-3.0 
21-Jan-18,35.0 ,16.0 ,51.0 ,-6.0 
22-Jan-18,38.0 ,17.0 ,55.0 ,-6.0 
23-Jan-18,35.0 ,18.0 ,53.0 ,-12.0 
24-Jan-18,33.0 ,15.0 ,48.0 ,-3.0 
25-Jan-18,30.0 ,13.0 ,43.0 ,3.0 
26-Jan-18,30.0 ,12.0 ,42.0 ,3.0 
27-Jan-18,29.0 ,13.0 ,42.0 ,2.0 
28-Jan-18,32.0 ,13.0 ,45.0 ,-1.0 
29-Jan-18,33.0 ,13.0 ,46.0 ,0.0 
30-Jan-18,28.0 ,14.0 ,42.0 ,-2.0 
31-Jan-18,27.0 ,15.0 ,42.0 ,-4.0 
01-Feb-18,34.0 ,14.0 ,48.0 ,-2.0 
02-Feb-18,40.0 ,14.0 ,54.0 ,1.0 
03-Feb-18,36.0 ,14.0 ,50.0 ,-3.0 
04-Feb-18,27.0 ,15.0 ,42.0 ,-13.0 
05-Feb-18,39.0 ,20.0 ,59.0 ,-11.0 
06-Feb-18,35.0 ,16.0 ,51.0 ,-11.0 
07-Feb-18,35.0 ,16.0 ,51.0 ,-8.0 
08-Feb-18,33.0 ,16.0 ,49.0 ,-6.0 
09-Feb-18,39.0 ,17.0 ,56.0 ,-7.0 
10-Feb-18,37.0 ,15.0 ,52.0 ,-5.0 
11-Feb-18,30.0 ,20.0 ,50.0 ,-6.0 
12-Feb-18,43.0 ,15.0 ,58.0 ,-4.0 
13-Feb-18,32.0 ,14.0 ,46.0 ,-1.0 
14-Feb-18,28.0 ,14.0 ,42.0 ,0.0 
15-Feb-18,31.0 ,15.0 ,46.0 ,-2.0 
16-Feb-18,42.0 ,16.0 ,58.0 ,-6.0 
17-Feb-18,36.0 ,13.0 ,49.0 ,-6.0 
24-Feb-18,192.0 ,116.0 ,308.0 ,-13.0 
25-Feb-18,29.0 ,21.0 ,50.0 ,-14.0 
26-Feb-18,37.0 ,17.0 ,54.0 ,-10.0 
27-Feb-18,33.0 ,20.0 ,53.0 ,-19.0 
28-Feb-18,43.0 ,27.0 ,70.0 ,-21.0 
01-Mar-18,38.0 ,23.0 ,61.0 ,-20.0 
02-Mar-18,42.0 ,20.0 ,62.0 ,-18.0 
03-Mar-18,40.0 ,18.0 ,58.0 ,-16.0 
04-Mar-18,37.0 ,20.0 ,57.0 ,-16.0 
05-Mar-18,37.0 ,19.0 ,56.0 ,-17.0 
06-Mar-18,35.0 ,16.0 ,51.0 ,-7.0 
07-Mar-18,32.0 ,17.0 ,49.0 ,-11.0 
08-Mar-18,35.0 ,10.0 ,45.0 ,-8.0 
09-Mar-18,35.0 ,24.0 ,59.0 ,-2.0 
10-Mar-18,29.0 ,13.0 ,42.0 ,0.0 
11-Mar-18,24.0 ,12.0 ,36.0 ,1.0 
12-Mar-18,22.0 ,12.0 ,34.0 ,-2.0 
13-Mar-18,28.0 ,11.0 ,39.0 ,1.0 
14-Mar-18,22.0 ,11.0 ,33.0 ,-1.0 
15-Mar-18,33.0 ,15.0 ,48.0 ,-11.0 
16-Mar-18,29.0 ,17.0 ,46.0 ,-17.0 
17-Mar-18,42.0 ,16.0 ,58.0 ,-13.0 
18-Mar-18,33.0 ,16.0 ,49.0 ,-7.0 
19-Mar-18,32.0 ,14.0 ,46.0 ,0.0 
20-Mar-18,23.0 ,13.0 ,36.0 ,-3.0 
21-Mar-18,29.0 ,17.0 ,46.0 ,-10.0 
22-Mar-18,26.0 ,12.0 ,38.0 ,-1.0 
23-Mar-18,27.0 ,15.0 ,42.0 ,-4.0 
24-Mar-18,29.0 ,14.0 ,43.0 ,-2.0 
25-Mar-18,24.0 ,10.0 ,34.0 ,1.0 
26-Mar-18,36.0 ,14.0 ,50.0 ,-5.0 
27-Mar-18,23.0 ,17.0 ,40.0 ,-10.0 
28-Mar-18,27.0 ,17.0 ,44.0 ,-7.0 
29-Mar-18,25.0 ,15.0 ,40.0 ,-8.0 
30-Mar-18,29.0 ,14.0 ,43.0 ,-9.0 
31-Mar-18,34.0 ,14.0 ,48.0 ,-8.0 
01-Apr-18,34.0 ,14.0 ,48.0 ,-4.0 
02-Apr-18,22.0 ,13.0 ,35.0 ,-1.0 
03-Apr-18,26.0 ,11.0 ,37.0 ,-4.0 
04-Apr-18,26.0 ,13.0 ,39.0 ,-7.0 
05-Apr-18,26.0 ,11.0 ,37.0 ,2.0 
06-Apr-18,27.0 ,11.0 ,38.0 ,3.0 
07-Apr-18,28.0 ,11.0 ,39.0 ,0.0 
08-Apr-18,24.0 ,9.0 ,33.0 ,4.0 
09-Apr-18,26.0 ,11.0 ,37.0 ,3.0 
10-Apr-18,16.0 ,10.0 ,26.0 ,0.0 
11-Apr-18,23.0 ,11.0 ,34.0 ,-3.0 
12-Apr-18,20.0 ,11.0 ,31.0 ,-2.0 
13-Apr-18,19.0 ,13.0 ,32.0 ,0.0 
14-Apr-18,20.0 ,11.0 ,31.0 ,1.0 
15-Apr-18,19.0 ,8.0 ,27.0 ,2.0 
16-Apr-18,26.0 ,8.0 ,34.0 ,6.0 
17-Apr-18,16.0 ,8.0 ,24.0 ,7.0 
18-Apr-18,19.0 ,9.0 ,28.0 ,5.0 
19-Apr-18,18.0 ,8.0 ,26.0 ,7.0 
20-Apr-18,18.0 ,9.0 ,27.0 ,6.0 
21-Apr-18,15.0 ,7.0 ,22.0 ,7.0 
22-Apr-18,21.0 ,9.0 ,30.0 ,7.0 
23-Apr-18,20.0 ,11.0 ,31.0 ,5.0 
24-Apr-18,15.0 ,10.0 ,25.0 ,4.0 
25-Apr-18,21.0 ,10.0 ,31.0 ,6.0 
26-Apr-18,19.0 ,10.0 ,29.0 ,4.0 
27-Apr-18,18.0 ,8.0 ,26.0 ,4.0 
28-Apr-18,13.0 ,9.0 ,22.0 ,6.0 
29-Apr-18,13.0 ,8.0 ,21.0 ,6.0 
30-Apr-18,16.0 ,10.0 ,26.0 ,6.0 
01-May-18,15.0 ,9.0 ,24.0 ,7.0 
02-May-18,24.0 ,8.0 ,32.0 ,6.0 
03-May-18,19.0 ,8.0 ,27.0 ,6.0 
04-May-18,15.0 ,9.0 ,24.0 ,8.0 
05-May-18,18.0 ,6.0 ,24.0 ,7.0 
06-May-18,25.0 ,9.0 ,34.0 ,10.0 
07-May-18,14.0 ,6.0 ,20.0 ,10.0 
08-May-18,13.0 ,6.0 ,19.0 ,12.0 
09-May-18,10.0 ,8.0 ,18.0 ,8.0 
10-May-18,18.0 ,9.0 ,27.0 ,12.0 
11-May-18,14.0 ,9.0 ,23.0 ,11.0 
12-May-18,20.0 ,6.0 ,26.0 ,12.0 
13-May-18,13.0 ,5.0 ,18.0 ,13.0 
14-May-18,14.0 ,5.0 ,19.0 ,15.0 
15-May-18,12.0 ,4.0 ,16.0 ,17.0 
16-May-18,11.0 ,3.0 ,14.0 ,14.0 
17-May-18,10.0 ,4.0 ,14.0 ,14.0 
18-May-18,12.0 ,4.0 ,16.0 ,14.0 
19-May-18,18.0 ,4.0 ,22.0 ,11.0 
20-May-18,16.0 ,3.0 ,19.0 ,14.0 
21-May-18,11.0 ,4.0 ,15.0 ,12.0 
22-May-18,13.0 ,3.0 ,16.0 ,10.0 
24-May-18,18.0 ,9.0 ,27.0 ,12.0 
25-May-18,13.0 ,3.0 ,16.0 ,12.0 
26-May-18,15.0 ,4.0 ,19.0 ,14.0 
27-May-18,10.0 ,4.0 ,14.0 ,16.0 
28-May-18,10.0 ,4.0 ,14.0 ,12.0 
29-May-18,12.0 ,3.0 ,15.0 ,11.0 
30-May-18,9.0 ,5.0 ,14.0 ,16.0 
31-May-18,10.0 ,3.0 ,13.0 ,13.0 
01-Jun-18,12.0 ,5.0 ,17.0 ,12.0 
02-Jun-18,12.0 ,2.0 ,14.0 ,15.0 
03-Jun-18,14.0 ,5.0 ,19.0 ,15.0 
04-Jun-18,11.0 ,4.0 ,15.0 ,16.0 
05-Jun-18,11.0 ,3.0 ,14.0 ,9.0 
06-Jun-18,12.0 ,6.0 ,18.0 ,7.0 
07-Jun-18,15.0 ,6.0 ,21.0 ,7.0 
08-Jun-18,15.0 ,6.0 ,21.0 ,9.0 
09-Jun-18,18.0 ,6.0 ,24.0 ,10.0 
10-Jun-18,14.0 ,5.0 ,19.0 ,13.0 
11-Jun-18,13.0 ,4.0 ,17.0 ,17.0 
12-Jun-18,11.0 ,5.0 ,16.0 ,14.0 
13-Jun-18,7.0 ,4.0 ,11.0 ,14.0 
14-Jun-18,12.0 ,4.0 ,16.0 ,13.0 
15-Jun-18,10.0 ,5.0 ,15.0 ,13.0 
16-Jun-18,10.0 ,5.0 ,15.0 ,14.0 
17-Jun-18,19.0 ,3.0 ,22.0 ,14.0 
18-Jun-18,12.0 ,3.0 ,15.0 ,18.0 
19-Jun-18,11.0 ,2.0 ,13.0 ,17.0 
20-Jun-18,12.0 ,3.0 ,15.0 ,14.0 
21-Jun-18,10.0 ,5.0 ,15.0 ,13.0 
22-Jun-18,21.0 ,3.0 ,24.0 ,13.0 
23-Jun-18,18.0 ,3.0 ,21.0 ,12.0 
24-Jun-18,11.0 ,5.0 ,16.0 ,12.0 
25-Jun-18,10.0 ,3.0 ,13.0 ,14.0 
26-Jun-18,11.0 ,3.0 ,14.0 ,14.0 
27-Jun-18,13.0 ,3.0 ,16.0 ,14.0 
02-Jul-18,54.0 ,27.0 ,81.0 ,13.0 
03-Jul-18,11.0 ,9.0 ,20.0 ,13.0 
04-Jul-18,20.0 ,4.0 ,24.0 ,14.0 
05-Jul-18,10.0 ,3.0 ,13.0 ,15.0 
06-Jul-18,13.0 ,3.0 ,16.0 ,16.0 
07-Jul-18,13.0 ,4.0 ,17.0 ,19.0 
08-Jul-18,11.0 ,4.0 ,15.0 ,17.0 
09-Jul-18,14.0 ,2.0 ,16.0 ,16.0 
10-Jul-18,11.0 ,4.0 ,15.0 ,17.0 
11-Jul-18,10.0 ,3.0 ,13.0 ,15.0 
12-Jul-18,16.0 ,3.0 ,19.0 ,18.0 
13-Jul-18,7.0 ,5.0 ,12.0 ,19.0 
16-Jul-18,32.0 ,17.0 ,49.0 ,19.0 
17-Jul-18,9.0 ,11.0 ,20.0 ,22.0 
18-Jul-18,9.0 ,8.0 ,17.0 ,24.0 
19-Jul-18,9.0 ,10.0 ,19.0 ,21.0 
20-Jul-18,16.0 ,8.0 ,24.0 ,19.0 
21-Jul-18,11.0 ,6.0 ,17.0 ,21.0 
22-Jul-18,9.0 ,8.0 ,17.0 ,20.0 
23-Jul-18,12.0 ,6.0 ,18.0 ,18.0 
03-Aug-18,86.0 ,65.0 ,151.0 ,23.0 
04-Aug-18,18.0 ,9.0 ,27.0 ,20.0 
05-Aug-18,16.0 ,6.0 ,22.0 ,18.0 
06-Aug-18,9.0 ,3.0 ,12.0 ,16.0 
07-Aug-18,13.0 ,4.0 ,17.0 ,15.0 
08-Aug-18,9.0 ,4.0 ,13.0 ,14.0 
09-Aug-18,11.0 ,3.0 ,14.0 ,19.0 
10-Aug-18,11.0 ,4.0 ,15.0 ,20.0 
11-Aug-18,17.0 ,3.0 ,20.0 ,19.0 
12-Aug-18,21.0 ,4.0 ,25.0 ,15.0 
13-Aug-18,14.0 ,3.0 ,17.0 ,12.0 
14-Aug-18,16.0 ,4.0 ,20.0 ,12.0 
15-Aug-18,11.0 ,3.0 ,14.0 ,15.0 
16-Aug-18,11.0 ,4.0 ,15.0 ,12.0 
17-Aug-18,18.0 ,3.0 ,21.0 ,15.0 
18-Aug-18,13.0 ,3.0 ,16.0 ,18.0 
19-Aug-18,11.0 ,3.0 ,14.0 ,17.0 
20-Aug-18,10.0 ,4.0 ,14.0 ,12.0 
21-Aug-18,19.0 ,4.0 ,23.0 ,11.0 
22-Aug-18,13.0 ,4.0 ,17.0 ,9.0 
23-Aug-18,14.0 ,3.0 ,17.0 ,17.0 
24-Aug-18,11.0 ,4.0 ,15.0 ,13.0 
25-Aug-18,11.0 ,3.0 ,14.0 ,18.0 
26-Aug-18,14.0 ,5.0 ,19.0 ,15.0 
27-Aug-18,11.0 ,3.0 ,14.0 ,11.0 
28-Aug-18,20.0 ,3.0 ,23.0 ,12.0 
29-Aug-18,25.0 ,4.0 ,29.0 ,12.0 
30-Aug-18,18.0 ,3.0 ,21.0 ,14.0 
31-Aug-18,20.0 ,6.0 ,26.0 ,14.0 
01-Sep-18,16.0 ,4.0 ,20.0 ,16.0 
02-Sep-18,12.0 ,4.0 ,16.0 ,15.0 
03-Sep-18,14.0 ,5.0 ,19.0 ,12.0 
04-Sep-18,14.0 ,4.0 ,18.0 ,11.0 
05-Sep-18,13.0 ,3.0 ,16.0 ,14.0 
06-Sep-18,16.0 ,5.0 ,21.0 ,13.0 
07-Sep-18,13.0 ,5.0 ,18.0 ,14.0 
08-Sep-18,15.0 ,6.0 ,21.0 ,16.0 
09-Sep-18,11.0 ,3.0 ,14.0 ,16.0 
10-Sep-18,12.0 ,3.0 ,15.0 ,15.0 
11-Sep-18,20.0 ,3.0 ,23.0 ,15.0 
12-Sep-18,16.0 ,4.0 ,20.0 ,13.0 
13-Sep-18,11.0 ,4.0 ,15.0 ,10.0 
14-Sep-18,14.0 ,5.0 ,19.0 ,9.0 
15-Sep-18,18.0 ,6.0 ,24.0 ,13.0 
16-Sep-18,24.0 ,6.0 ,30.0 ,7.0 
17-Sep-18,16.0 ,6.0 ,22.0 ,9.0 
18-Sep-18,21.0 ,5.0 ,26.0 ,8.0 
19-Sep-18,15.0 ,6.0 ,21.0 ,13.0 
20-Sep-18,11.0 ,4.0 ,15.0 ,14.0 
21-Sep-18,17.0 ,7.0 ,24.0 ,11.0 
22-Sep-18,16.0 ,5.0 ,21.0 ,14.0 
23-Sep-18,17.0 ,5.0 ,22.0 ,8.0 
24-Sep-18,15.0 ,8.0 ,23.0 ,4.0 
25-Sep-18,25.0 ,9.0 ,34.0 ,2.0 
26-Sep-18,23.0 ,7.0 ,30.0 ,8.0 
27-Sep-18,18.0 ,9.0 ,27.0 ,7.0 
28-Sep-18,18.0 ,8.0 ,26.0 ,6.0 
29-Sep-18,24.0 ,11.0 ,35.0 ,0.0 
30-Sep-18,23.0 ,10.0 ,33.0 ,7.0 
01-Oct-18,25.0 ,8.0 ,33.0 ,6.0 
02-Oct-18,21.0 ,9.0 ,30.0 ,6.0 
03-Oct-18,18.0 ,10.0 ,28.0 ,5.0 
04-Oct-18,23.0 ,11.0 ,34.0 ,2.0 
05-Oct-18,25.0 ,13.0 ,38.0 ,3.0 
06-Oct-18,21.0 ,10.0 ,31.0 ,5.0 
07-Oct-18,21.0 ,9.0 ,30.0 ,5.0 
08-Oct-18,20.0 ,9.0 ,29.0 ,-2.0 
09-Oct-18,24.0 ,7.0 ,31.0 ,10.0 
10-Oct-18,18.0 ,6.0 ,24.0 ,11.0 
11-Oct-18,15.0 ,8.0 ,23.0 ,3.0 
12-Oct-18,18.0 ,8.0 ,26.0 ,10.0 
13-Oct-18,20.0 ,10.0 ,30.0 ,8.0 
14-Oct-18,21.0 ,7.0 ,28.0 ,10.0 
18-Oct-18,67.0 ,36.0 ,103.0 ,12.0 
19-Oct-18,23.0 ,8.0 ,31.0 ,3.0 
20-Oct-18,23.0 ,9.0 ,32.0 ,0.0 
21-Oct-18,26.0 ,8.0 ,34.0 ,4.0 
22-Oct-18,25.0 ,6.0 ,31.0 ,11.0 
23-Oct-18,18.0 ,8.0 ,26.0 ,2.0 
24-Oct-18,23.0 ,9.0 ,32.0 ,4.0 
25-Oct-18,19.0 ,10.0 ,29.0 ,-3.0 
26-Oct-18,29.0 ,11.0 ,40.0 ,1.0 
27-Oct-18,28.0 ,11.0 ,39.0 ,-1.0 
28-Oct-18,26.0 ,12.0 ,38.0 ,-1.0 
29-Oct-18,32.0 ,13.0 ,45.0 ,-5.0 
30-Oct-18,27.0 ,10.0 ,37.0 ,2.0 
31-Oct-18,26.0 ,9.0 ,35.0 ,6.0 
01-Nov-18,23.0 ,7.0 ,30.0 ,8.0 
02-Nov-18,28.0 ,8.0 ,36.0 ,8.0 
03-Nov-18,17.0 ,7.0 ,24.0 ,9.0 
04-Nov-18,28.0 ,8.0 ,36.0 ,3.0 
05-Nov-18,21.0 ,9.0 ,30.0 ,5.0 
06-Nov-18,23.0 ,7.0 ,30.0 ,6.0 
07-Nov-18,22.0 ,7.0 ,29.0 ,8.0 
08-Nov-18,25.0 ,7.0 ,32.0 ,7.0 
09-Nov-18,24.0 ,11.0 ,35.0 ,5.0 
10-Nov-18,28.0 ,8.0 ,36.0 ,5.0 
11-Nov-18,27.0 ,8.0 ,35.0 ,5.0 
12-Nov-18,22.0 ,9.0 ,31.0 ,5.0 
13-Nov-18,26.0 ,8.0 ,34.0 ,5.0 
14-Nov-18,31.0 ,10.0 ,41.0 ,6.0 
15-Nov-18,22.0 ,9.0 ,31.0 ,5.0 
16-Nov-18,23.0 ,8.0 ,31.0 ,8.0 
17-Nov-18,16.0 ,9.0 ,25.0 ,7.0 
18-Nov-18,27.0 ,9.0 ,36.0 ,5.0 
19-Nov-18,27.0 ,10.0 ,37.0 ,0.0 
20-Nov-18,26.0 ,11.0 ,37.0 ,-3.0 
21-Nov-18,28.0 ,11.0 ,39.0 ,-2.0 
22-Nov-18,30.0 ,13.0 ,43.0 ,-1.0 
23-Nov-18,32.0 ,11.0 ,43.0 ,-2.0 
24-Nov-18,36.0 ,11.0 ,47.0 ,-1.0 
25-Nov-18,28.0 ,23.0 ,51.0 ,-7.0 
26-Nov-18,35.0 ,5.0 ,40.0 ,-5.0 
27-Nov-18,26.0 ,13.0 ,39.0 ,-6.0 
28-Nov-18,29.0 ,15.0 ,44.0 ,-5.0 
29-Nov-18,32.0 ,14.0 ,46.0 ,-2.0 
30-Nov-18,36.0 ,12.0 ,48.0 ,0.0 
01-Dec-18,33.0 ,12.0 ,45.0 ,-3.0 
02-Dec-18,28.0 ,12.0 ,40.0 ,-1.0 
03-Dec-18,30.0 ,11.0 ,41.0 ,-1.0 
04-Dec-18,30.0 ,12.0 ,42.0 ,1.0 
05-Dec-18,36.0 ,10.0 ,46.0 ,3.0 
06-Dec-18,27.0 ,12.0 ,39.0 ,-2.0 
07-Dec-18,31.0 ,12.0 ,43.0 ,0.0 
08-Dec-18,25.0 ,13.0 ,38.0 ,0.0 
09-Dec-18,25.0 ,11.0 ,36.0 ,4.0 
10-Dec-18,20.0 ,11.0 ,31.0 ,3.0 
11-Dec-18,30.0 ,10.0 ,40.0 ,1.0 
12-Dec-18,25.0 ,11.0 ,36.0 ,0.0 
13-Dec-18,26.0 ,15.0 ,41.0 ,-2.0 
14-Dec-18,35.0 ,12.0 ,47.0 ,-4.0 
15-Dec-18,33.0 ,13.0 ,46.0 ,-6.0 
16-Dec-18,33.0 ,13.0 ,46.0 ,-6.0 
17-Dec-18,25.0 ,12.0 ,37.0 ,-1.0 
18-Dec-18,30.0 ,11.0 ,41.0 ,0.0 
19-Dec-18,28.0 ,11.0 ,39.0 ,0.0 
20-Dec-18,27.0 ,11.0 ,38.0 ,-2.0 
21-Dec-18,42.0 ,12.0 ,54.0 ,-4.0 
22-Dec-18,38.0 ,16.0 ,54.0 ,-10.0 
23-Dec-18,31.0 ,19.0 ,50.0 ,-9.0 
24-Dec-18,38.0 ,18.0 ,56.0 ,-11.0 
25-Dec-18,38.0 ,15.0 ,53.0 ,-2.0 
26-Dec-18,32.0 ,12.0 ,44.0 ,1.0 
27-Dec-18,34.0 ,12.0 ,46.0 ,-2.0 
03-Jan-19,142.0 ,79.0 ,221.0 ,-11.0 
04-Jan-19,27.0 ,16.0 ,43.0 ,-4.0 
05-Jan-19,28.0 ,15.0 ,43.0 ,-5.0 
06-Jan-19,41.0 ,14.0 ,55.0 ,-7.0 
07-Jan-19,27.0 ,12.0 ,39.0 ,1.0 
08-Jan-19,32.0 ,13.0 ,45.0 ,0.0 
09-Jan-19,31.0 ,12.0 ,43.0 ,-1.0 
10-Jan-19,24.0 ,13.0 ,37.0 ,-5.0 
11-Jan-19,38.0 ,13.0 ,51.0 ,0.0 
12-Jan-19,35.0 ,12.0 ,47.0 ,-3.0 
13-Jan-19,29.0 ,15.0 ,44.0 ,-7.0 
14-Jan-19,26.0 ,19.0 ,45.0 ,-1.0 
15-Jan-19,30.0 ,20.0 ,50.0 ,-10.0 
16-Jan-19,29.0 ,14.0 ,43.0 ,-5.0 
17-Jan-19,35.0 ,14.0 ,49.0 ,-3.0 
18-Jan-19,33.0 ,14.0 ,47.0 ,-11.0 
19-Jan-19,37.0 ,16.0 ,53.0 ,-12.0 
20-Jan-19,39.0 ,15.0 ,54.0 ,-7.0 
21-Jan-19,35.0 ,18.0 ,53.0 ,-18.0 
22-Jan-19,36.0 ,19.0 ,55.0 ,-23.0 
23-Jan-19,44.0 ,18.0 ,62.0 ,-5.0 
24-Jan-19,29.0 ,16.0 ,45.0 ,-8.0 
25-Jan-19,43.0 ,15.0 ,58.0 ,-5.0 
26-Jan-19,34.0 ,15.0 ,49.0 ,-8.0 
27-Jan-19,40.0 ,17.0 ,57.0 ,-18.0 
28-Jan-19,39.0 ,18.0 ,57.0 ,-11.0 
29-Jan-19,40.0 ,15.0 ,55.0 ,-5.0 
30-Jan-19,33.0 ,15.0 ,48.0 ,-4.0 
31-Jan-19,29.0 ,13.0 ,42.0 ,-1.0 
01-Feb-19,33.0 ,14.0 ,47.0 ,-4.0 
