Period;Night-time distribution tariff (kWh);Day-time distribution tariff (kWh);Outdoor temperature (*C)
Monday 8.11.2021 16:00;No metering data available for this period;1,89;0,70
Monday 8.11.2021 17:00;No metering data available for this period;1,93;-0,30
Monday 8.11.2021 18:00;No metering data available for this period;2,34;-0,80
Monday 8.11.2021 19:00;No metering data available for this period;1,87;-1,30
Monday 8.11.2021 20:00;No metering data available for this period;2,10;-1,50
Monday 8.11.2021 21:00;No metering data available for this period;2,14;-2,00
Monday 8.11.2021 22:00;2,20;No metering data available for this period;-2,30
Monday 8.11.2021 23:00;2,84;No metering data available for this period;-2,60
Tuesday 9.11.2021 00:00;2,98;No metering data available for this period;-3,10
Tuesday 9.11.2021 01:00;2,20;No metering data available for this period;-3,60
Tuesday 9.11.2021 02:00;2,17;No metering data available for this period;-4,10
Tuesday 9.11.2021 03:00;2,32;No metering data available for this period;-4,50
Tuesday 9.11.2021 04:00;2,78;No metering data available for this period;-4,70
Tuesday 9.11.2021 05:00;2,32;No metering data available for this period;-5,10
Tuesday 9.11.2021 06:00;2,42;No metering data available for this period;-5,50
Tuesday 9.11.2021 07:00;No metering data available for this period;3,05;-5,70
Tuesday 9.11.2021 08:00;No metering data available for this period;2,52;-5,80
Tuesday 9.11.2021 09:00;No metering data available for this period;2,42;-5,00
Tuesday 9.11.2021 10:00;No metering data available for this period;3,14;-3,30
Tuesday 9.11.2021 11:00;No metering data available for this period;2,09;-1,70
Tuesday 9.11.2021 12:00;No metering data available for this period;2,29;-0,40
Tuesday 9.11.2021 13:00;No metering data available for this period;2,05;0,70
Tuesday 9.11.2021 14:00;No metering data available for this period;1,66;2,40
Tuesday 9.11.2021 15:00;No metering data available for this period;1,67;3,20
Tuesday 9.11.2021 16:00;No metering data available for this period;2,97;3,60
Tuesday 9.11.2021 17:00;No metering data available for this period;1,88;3,70
Tuesday 9.11.2021 18:00;No metering data available for this period;1,74;3,50
Tuesday 9.11.2021 19:00;No metering data available for this period;2,07;3,70
Tuesday 9.11.2021 20:00;No metering data available for this period;4,47;4,00
Tuesday 9.11.2021 21:00;No metering data available for this period;3,49;4,20
Tuesday 9.11.2021 22:00;2,05;No metering data available for this period;4,60
Tuesday 9.11.2021 23:00;1,81;No metering data available for this period;4,70
Wednesday 10.11.2021 00:00;1,40;No metering data available for this period;4,70
Wednesday 10.11.2021 01:00;1,37;No metering data available for this period;4,90
Wednesday 10.11.2021 02:00;1,36;No metering data available for this period;5,20
Wednesday 10.11.2021 03:00;1,31;No metering data available for this period;5,50
Wednesday 10.11.2021 04:00;1,96;No metering data available for this period;5,70
Wednesday 10.11.2021 05:00;1,08;No metering data available for this period;6,10
Wednesday 10.11.2021 06:00;1,23;No metering data available for this period;6,50
Wednesday 10.11.2021 07:00;No metering data available for this period;1,44;6,90
Wednesday 10.11.2021 08:00;No metering data available for this period;1,45;7,50
Wednesday 10.11.2021 09:00;No metering data available for this period;1,29;7,90
Wednesday 10.11.2021 10:00;No metering data available for this period;1,58;8,50
Wednesday 10.11.2021 11:00;No metering data available for this period;1,11;8,80
Wednesday 10.11.2021 12:00;No metering data available for this period;1,46;8,90
Wednesday 10.11.2021 13:00;No metering data available for this period;1,07;9,00
Wednesday 10.11.2021 14:00;No metering data available for this period;1,27;9,30
Wednesday 10.11.2021 15:00;No metering data available for this period;1,51;9,30
Wednesday 10.11.2021 16:00;No metering data available for this period;0,84;9,30
Wednesday 10.11.2021 17:00;No metering data available for this period;3,24;9,40
Wednesday 10.11.2021 18:00;No metering data available for this period;1,13;9,30
Wednesday 10.11.2021 19:00;No metering data available for this period;1,24;9,20
Wednesday 10.11.2021 20:00;No metering data available for this period;1,77;9,00
Wednesday 10.11.2021 21:00;No metering data available for this period;1,43;8,70
Wednesday 10.11.2021 22:00;0,93;No metering data available for this period;8,30
Wednesday 10.11.2021 23:00;1,37;No metering data available for this period;7,90
Thursday 11.11.2021 00:00;1,22;No metering data available for this period;7,70
Thursday 11.11.2021 01:00;1,25;No metering data available for this period;6,70
Thursday 11.11.2021 02:00;1,27;No metering data available for this period;5,60
Thursday 11.11.2021 03:00;1,40;No metering data available for this period;4,50
Thursday 11.11.2021 04:00;1,92;No metering data available for this period;4,00
Thursday 11.11.2021 05:00;1,27;No metering data available for this period;3,30
Thursday 11.11.2021 06:00;1,50;No metering data available for this period;2,70
Thursday 11.11.2021 07:00;No metering data available for this period;2,07;2,30
Thursday 11.11.2021 08:00;No metering data available for this period;2,06;2,00
Thursday 11.11.2021 09:00;No metering data available for this period;1,66;2,40
Thursday 11.11.2021 10:00;No metering data available for this period;1,71;3,40
Thursday 11.11.2021 11:00;No metering data available for this period;1,14;4,70
Thursday 11.11.2021 12:00;No metering data available for this period;1,04;5,70
Thursday 11.11.2021 13:00;No metering data available for this period;1,59;6,70
Thursday 11.11.2021 14:00;No metering data available for this period;1,03;6,80
Thursday 11.11.2021 15:00;No metering data available for this period;1,38;6,90
Thursday 11.11.2021 16:00;No metering data available for this period;1,37;6,90
Thursday 11.11.2021 17:00;No metering data available for this period;1,37;7,00
Thursday 11.11.2021 18:00;No metering data available for this period;1,90;7,30
Thursday 11.11.2021 19:00;No metering data available for this period;1,44;7,30
Thursday 11.11.2021 20:00;No metering data available for this period;3,18;7,10
Thursday 11.11.2021 21:00;No metering data available for this period;5,73;7,00
Thursday 11.11.2021 22:00;1,50;No metering data available for this period;6,40
Thursday 11.11.2021 23:00;2,12;No metering data available for this period;6,20
Friday 12.11.2021 00:00;0,80;No metering data available for this period;5,80
Friday 12.11.2021 01:00;0,85;No metering data available for this period;5,60
Friday 12.11.2021 02:00;0,82;No metering data available for this period;5,50
Friday 12.11.2021 03:00;0,92;No metering data available for this period;5,30
Friday 12.11.2021 04:00;1,55;No metering data available for this period;5,20
Friday 12.11.2021 05:00;0,98;No metering data available for this period;4,80
Friday 12.11.2021 06:00;1,32;No metering data available for this period;4,90
Friday 12.11.2021 07:00;No metering data available for this period;1,65;4,90
Friday 12.11.2021 08:00;No metering data available for this period;1,06;5,10
Friday 12.11.2021 09:00;No metering data available for this period;2,24;5,50
Friday 12.11.2021 10:00;No metering data available for this period;1,88;6,00
Friday 12.11.2021 11:00;No metering data available for this period;1,13;6,40
Friday 12.11.2021 12:00;No metering data available for this period;1,04;6,50
Friday 12.11.2021 13:00;No metering data available for this period;1,46;6,70
Friday 12.11.2021 14:00;No metering data available for this period;0,89;6,60
Friday 12.11.2021 15:00;No metering data available for this period;1,01;6,30
Friday 12.11.2021 16:00;No metering data available for this period;1,14;5,40
Friday 12.11.2021 17:00;No metering data available for this period;2,27;4,60
Friday 12.11.2021 18:00;No metering data available for this period;1,48;5,10
Friday 12.11.2021 19:00;No metering data available for this period;1,67;5,40
Friday 12.11.2021 20:00;No metering data available for this period;1,23;5,30
Friday 12.11.2021 21:00;No metering data available for this period;1,71;5,20
Friday 12.11.2021 22:00;1,57;No metering data available for this period;4,60
Friday 12.11.2021 23:00;1,53;No metering data available for this period;3,40
Saturday 13.11.2021 00:00;1,07;No metering data available for this period;2,00
Saturday 13.11.2021 01:00;1,06;No metering data available for this period;1,00
Saturday 13.11.2021 02:00;1,07;No metering data available for this period;0,50
Saturday 13.11.2021 03:00;1,11;No metering data available for this period;-0,10
Saturday 13.11.2021 04:00;1,68;No metering data available for this period;-0,60
Saturday 13.11.2021 05:00;1,23;No metering data available for this period;-0,80
Saturday 13.11.2021 06:00;1,32;No metering data available for this period;-1,20
Saturday 13.11.2021 07:00;No metering data available for this period;1,70;-1,50
Saturday 13.11.2021 08:00;No metering data available for this period;1,31;-1,60
Saturday 13.11.2021 09:00;No metering data available for this period;1,26;-0,70
Saturday 13.11.2021 10:00;No metering data available for this period;1,51;0,70
Saturday 13.11.2021 11:00;No metering data available for this period;1,08;2,00
Saturday 13.11.2021 12:00;No metering data available for this period;1,17;3,10
Saturday 13.11.2021 13:00;No metering data available for this period;2,28;3,30
Saturday 13.11.2021 14:00;No metering data available for this period;2,37;3,20
Saturday 13.11.2021 15:00;No metering data available for this period;1,62;3,00
Saturday 13.11.2021 16:00;No metering data available for this period;1,34;2,80
Saturday 13.11.2021 17:00;No metering data available for this period;2,19;2,70
Saturday 13.11.2021 18:00;No metering data available for this period;1,69;2,40
Saturday 13.11.2021 19:00;No metering data available for this period;1,91;2,40
Saturday 13.11.2021 20:00;No metering data available for this period;1,16;2,30
Saturday 13.11.2021 21:00;No metering data available for this period;1,40;1,80
Saturday 13.11.2021 22:00;1,30;No metering data available for this period;1,50
Saturday 13.11.2021 23:00;1,55;No metering data available for this period;1,60
Sunday 14.11.2021 00:00;1,90;No metering data available for this period;1,70
Sunday 14.11.2021 01:00;1,09;No metering data available for this period;1,70
Sunday 14.11.2021 02:00;1,11;No metering data available for this period;1,60
Sunday 14.11.2021 03:00;1,11;No metering data available for this period;1,50
Sunday 14.11.2021 04:00;1,52;No metering data available for this period;1,70
Sunday 14.11.2021 05:00;1,09;No metering data available for this period;1,70
Sunday 14.11.2021 06:00;1,13;No metering data available for this period;1,50
Sunday 14.11.2021 07:00;No metering data available for this period;1,43;1,20
Sunday 14.11.2021 08:00;No metering data available for this period;1,16;0,40
Sunday 14.11.2021 09:00;No metering data available for this period;2,40;0,10
Sunday 14.11.2021 10:00;No metering data available for this period;1,19;0,80
Sunday 14.11.2021 11:00;No metering data available for this period;1,18;2,20
Sunday 14.11.2021 12:00;No metering data available for this period;1,20;2,70
Sunday 14.11.2021 13:00;No metering data available for this period;1,06;2,90
Sunday 14.11.2021 14:00;No metering data available for this period;1,16;2,00
Sunday 14.11.2021 15:00;No metering data available for this period;1,36;0,80
Sunday 14.11.2021 16:00;No metering data available for this period;1,38;-0,30
Sunday 14.11.2021 17:00;No metering data available for this period;1,35;-1,20
Sunday 14.11.2021 18:00;No metering data available for this period;1,65;-1,10
Sunday 14.11.2021 19:00;No metering data available for this period;1,80;-1,10
