Period;Night-time distribution tariff (kWh);Day-time distribution tariff (kWh);Outdoor temperature (*C)
Tuesday 18.1.2022 01:00;1,51;No metering data available for this period;-3,60
Tuesday 18.1.2022 02:00;1,46;No metering data available for this period;-3,70
Tuesday 18.1.2022 03:00;1,48;No metering data available for this period;-4,10
Tuesday 18.1.2022 04:00;1,42;No metering data available for this period;-4,80
Tuesday 18.1.2022 05:00;1,74;No metering data available for this period;-5,50
Tuesday 18.1.2022 06:00;2,24;No metering data available for this period;-6,10
Tuesday 18.1.2022 07:00;No metering data available for this period;1,97;-6,30
Tuesday 18.1.2022 08:00;No metering data available for this period;1,68;-6,80
Tuesday 18.1.2022 09:00;No metering data available for this period;1,95;-6,70
Tuesday 18.1.2022 10:00;No metering data available for this period;1,78;-6,10
Tuesday 18.1.2022 11:00;No metering data available for this period;1,56;-5,30
Tuesday 18.1.2022 12:00;No metering data available for this period;1,62;-4,70
Tuesday 18.1.2022 13:00;No metering data available for this period;2,38;-4,00
Tuesday 18.1.2022 14:00;No metering data available for this period;1,55;-3,80
Tuesday 18.1.2022 15:00;No metering data available for this period;1,50;-3,70
Tuesday 18.1.2022 16:00;No metering data available for this period;1,58;-3,60
Tuesday 18.1.2022 17:00;No metering data available for this period;1,87;-2,70
Tuesday 18.1.2022 18:00;No metering data available for this period;3,00;-1,40
Tuesday 18.1.2022 19:00;No metering data available for this period;2,00;-0,90
Tuesday 18.1.2022 20:00;No metering data available for this period;1,68;-0,70
Tuesday 18.1.2022 21:00;No metering data available for this period;1,33;-0,40
Tuesday 18.1.2022 22:00;1,60;No metering data available for this period;-0,30
Tuesday 18.1.2022 23:00;1,93;No metering data available for this period;-0,60
Wednesday 19.1.2022 00:00;2,39;No metering data available for this period;-1,00
Wednesday 19.1.2022 01:00;1,51;No metering data available for this period;-1,70
Wednesday 19.1.2022 02:00;1,51;No metering data available for this period;-2,40
Wednesday 19.1.2022 03:00;1,44;No metering data available for this period;-2,80
Wednesday 19.1.2022 04:00;1,47;No metering data available for this period;-2,20
Wednesday 19.1.2022 05:00;1,33;No metering data available for this period;-2,40
Wednesday 19.1.2022 06:00;1,61;No metering data available for this period;-2,30
Wednesday 19.1.2022 07:00;No metering data available for this period;2,54;-1,40
Wednesday 19.1.2022 08:00;No metering data available for this period;1,84;0,00
Wednesday 19.1.2022 09:00;No metering data available for this period;1,45;0,90
Wednesday 19.1.2022 10:00;No metering data available for this period;1,37;1,60
Wednesday 19.1.2022 11:00;No metering data available for this period;1,80;2,00
Wednesday 19.1.2022 12:00;No metering data available for this period;2,29;2,20
Wednesday 19.1.2022 13:00;No metering data available for this period;1,48;2,60
Wednesday 19.1.2022 14:00;No metering data available for this period;1,30;2,80
Wednesday 19.1.2022 15:00;No metering data available for this period;1,72;2,80
Wednesday 19.1.2022 16:00;No metering data available for this period;1,36;2,50
Wednesday 19.1.2022 17:00;No metering data available for this period;1,70;2,60
Wednesday 19.1.2022 18:00;No metering data available for this period;1,67;2,60
Wednesday 19.1.2022 19:00;No metering data available for this period;1,55;2,80
Wednesday 19.1.2022 20:00;No metering data available for this period;1,48;2,80
Wednesday 19.1.2022 21:00;No metering data available for this period;1,72;2,80
Wednesday 19.1.2022 22:00;2,18;No metering data available for this period;2,60
Wednesday 19.1.2022 23:00;2,21;No metering data available for this period;2,50
Thursday 20.1.2022 00:00;1,45;No metering data available for this period;2,30
Thursday 20.1.2022 01:00;1,29;No metering data available for this period;1,50
Thursday 20.1.2022 02:00;1,33;No metering data available for this period;1,00
Thursday 20.1.2022 03:00;1,28;No metering data available for this period;1,30
Thursday 20.1.2022 04:00;1,33;No metering data available for this period;1,40
Thursday 20.1.2022 05:00;1,77;No metering data available for this period;1,20
Thursday 20.1.2022 06:00;1,33;No metering data available for this period;1,10
Thursday 20.1.2022 07:00;No metering data available for this period;1,47;1,10
Thursday 20.1.2022 08:00;No metering data available for this period;1,73;1,10
Thursday 20.1.2022 09:00;No metering data available for this period;1,20;1,20
Thursday 20.1.2022 10:00;No metering data available for this period;1,52;1,30
Thursday 20.1.2022 11:00;No metering data available for this period;2,15;1,20
Thursday 20.1.2022 12:00;No metering data available for this period;1,41;1,40
Thursday 20.1.2022 13:00;No metering data available for this period;1,36;1,50
Thursday 20.1.2022 14:00;No metering data available for this period;1,40;1,60
Thursday 20.1.2022 15:00;No metering data available for this period;1,43;1,30
Thursday 20.1.2022 16:00;No metering data available for this period;1,60;1,20
Thursday 20.1.2022 17:00;No metering data available for this period;2,72;0,80
Thursday 20.1.2022 18:00;No metering data available for this period;1,89;0,00
Thursday 20.1.2022 19:00;No metering data available for this period;3,76;-0,80
Thursday 20.1.2022 20:00;No metering data available for this period;5,51;-1,30
Thursday 20.1.2022 21:00;No metering data available for this period;3,20;-1,80
Thursday 20.1.2022 22:00;1,78;No metering data available for this period;-2,00
Thursday 20.1.2022 23:00;1,50;No metering data available for this period;-2,20
Friday 21.1.2022 00:00;1,42;No metering data available for this period;-2,30
Friday 21.1.2022 01:00;1,41;No metering data available for this period;-2,60
Friday 21.1.2022 02:00;1,43;No metering data available for this period;-2,60
Friday 21.1.2022 03:00;1,42;No metering data available for this period;-2,50
Friday 21.1.2022 04:00;1,43;No metering data available for this period;-2,20
Friday 21.1.2022 05:00;1,25;No metering data available for this period;-1,80
Friday 21.1.2022 06:00;1,71;No metering data available for this period;-1,60
Friday 21.1.2022 07:00;No metering data available for this period;3,62;-1,60
Friday 21.1.2022 08:00;No metering data available for this period;1,66;-1,90
Friday 21.1.2022 09:00;No metering data available for this period;1,77;-2,10
Friday 21.1.2022 10:00;No metering data available for this period;2,21;-2,00
Friday 21.1.2022 11:00;No metering data available for this period;1,48;-1,90
Friday 21.1.2022 12:00;No metering data available for this period;1,43;-1,70
Friday 21.1.2022 13:00;No metering data available for this period;1,44;-1,80
Friday 21.1.2022 14:00;No metering data available for this period;1,47;-1,70
Friday 21.1.2022 15:00;No metering data available for this period;1,63;-1,90
Friday 21.1.2022 16:00;No metering data available for this period;2,51;-1,80
Friday 21.1.2022 17:00;No metering data available for this period;2,50;-1,90
Friday 21.1.2022 18:00;No metering data available for this period;3,23;-1,80
Friday 21.1.2022 19:00;No metering data available for this period;1,89;-2,00
Friday 21.1.2022 20:00;No metering data available for this period;1,85;-2,40
Friday 21.1.2022 21:00;No metering data available for this period;1,61;-2,90
Friday 21.1.2022 22:00;1,66;No metering data available for this period;-3,20
Friday 21.1.2022 23:00;1,68;No metering data available for this period;-3,30
Saturday 22.1.2022 00:00;1,54;No metering data available for this period;-3,40
Saturday 22.1.2022 01:00;1,57;No metering data available for this period;-3,40
Saturday 22.1.2022 02:00;1,52;No metering data available for this period;-3,40
Saturday 22.1.2022 03:00;1,58;No metering data available for this period;-3,40
Saturday 22.1.2022 04:00;1,88;No metering data available for this period;-3,40
Saturday 22.1.2022 05:00;1,52;No metering data available for this period;-3,70
Saturday 22.1.2022 06:00;1,50;No metering data available for this period;-4,40
Saturday 22.1.2022 07:00;No metering data available for this period;1,47;-5,30
Saturday 22.1.2022 08:00;No metering data available for this period;2,05;-4,80
Saturday 22.1.2022 09:00;No metering data available for this period;2,28;-4,50
Saturday 22.1.2022 10:00;No metering data available for this period;1,80;-4,10
Saturday 22.1.2022 11:00;No metering data available for this period;1,83;-3,90
Saturday 22.1.2022 12:00;No metering data available for this period;1,65;-4,30
Saturday 22.1.2022 13:00;No metering data available for this period;2,22;-4,50
Saturday 22.1.2022 14:00;No metering data available for this period;2,14;-4,80
Saturday 22.1.2022 15:00;No metering data available for this period;1,82;-5,60
Saturday 22.1.2022 16:00;No metering data available for this period;2,60;-6,20
Saturday 22.1.2022 17:00;No metering data available for this period;2,10;-6,80
Saturday 22.1.2022 18:00;No metering data available for this period;2,95;-7,20
Saturday 22.1.2022 19:00;No metering data available for this period;2,92;-7,80
Saturday 22.1.2022 20:00;No metering data available for this period;1,83;-8,00
Saturday 22.1.2022 21:00;No metering data available for this period;1,89;-8,10
Saturday 22.1.2022 22:00;1,88;No metering data available for this period;-8,50
Saturday 22.1.2022 23:00;3,21;No metering data available for this period;-8,20
Sunday 23.1.2022 00:00;1,65;No metering data available for this period;-7,60
Sunday 23.1.2022 01:00;1,58;No metering data available for this period;-7,20
Sunday 23.1.2022 02:00;1,86;No metering data available for this period;-6,80
Sunday 23.1.2022 03:00;1,86;No metering data available for this period;-6,60
Sunday 23.1.2022 04:00;1,56;No metering data available for this period;-6,40
Sunday 23.1.2022 05:00;1,52;No metering data available for this period;-5,90
Sunday 23.1.2022 06:00;1,49;No metering data available for this period;-5,40
Sunday 23.1.2022 07:00;No metering data available for this period;1,74;-4,90
Sunday 23.1.2022 08:00;No metering data available for this period;2,38;-4,00
Sunday 23.1.2022 09:00;No metering data available for this period;1,50;-2,80
Sunday 23.1.2022 10:00;No metering data available for this period;2,16;-1,50
Sunday 23.1.2022 11:00;No metering data available for this period;2,07;-0,60
Sunday 23.1.2022 12:00;No metering data available for this period;1,88;-0,30
Sunday 23.1.2022 13:00;No metering data available for this period;1,58;-0,10
Sunday 23.1.2022 14:00;No metering data available for this period;2,05;0,30
Sunday 23.1.2022 15:00;No metering data available for this period;2,25;0,60
Sunday 23.1.2022 16:00;No metering data available for this period;1,54;0,60
Sunday 23.1.2022 17:00;No metering data available for this period;1,45;0,80
Sunday 23.1.2022 18:00;No metering data available for this period;1,78;0,90
Sunday 23.1.2022 19:00;No metering data available for this period;3,14;1,20
Sunday 23.1.2022 20:00;No metering data available for this period;1,95;1,10
Sunday 23.1.2022 21:00;No metering data available for this period;1,39;1,20
Sunday 23.1.2022 22:00;1,53;No metering data available for this period;1,30
Sunday 23.1.2022 23:00;1,36;No metering data available for this period;1,30
Monday 24.1.2022 00:00;1,37;No metering data available for this period;1,30
Monday 24.1.2022 01:00;1,33;No metering data available for this period;1,40
Monday 24.1.2022 02:00;1,33;No metering data available for this period;1,30
Monday 24.1.2022 03:00;1,35;No metering data available for this period;1,40
Monday 24.1.2022 04:00;1,92;No metering data available for this period;1,40
Monday 24.1.2022 05:00;1,30;No metering data available for this period;1,30
Monday 24.1.2022 06:00;1,36;No metering data available for this period;1,40
Monday 24.1.2022 07:00;No metering data available for this period;1,37;1,50
Monday 24.1.2022 08:00;No metering data available for this period;2,78;1,70
Monday 24.1.2022 09:00;No metering data available for this period;1,72;1,70
Monday 24.1.2022 10:00;No metering data available for this period;1,71;1,80
Monday 24.1.2022 11:00;No metering data available for this period;1,45;2,00
Monday 24.1.2022 12:00;No metering data available for this period;1,92;2,30
Monday 24.1.2022 13:00;No metering data available for this period;2,27;2,20
Monday 24.1.2022 14:00;No metering data available for this period;2,91;2,30
Monday 24.1.2022 15:00;No metering data available for this period;2,64;2,40
Monday 24.1.2022 16:00;No metering data available for this period;3,35;2,30
Monday 24.1.2022 17:00;No metering data available for this period;2,50;2,30
Monday 24.1.2022 18:00;No metering data available for this period;1,48;2,40
Monday 24.1.2022 19:00;No metering data available for this period;1,49;2,40
Monday 24.1.2022 20:00;No metering data available for this period;1,62;2,40
